review_id,user_id,business_id,stars,date,text,useful,funny,cool
mMsGIPT35Mi0JYNjRVO2FA,uumVPoiwIy-6W5c72pMmzQ,o5upj5fD-H5VVOfZ7N9nXA,5,2016-12-28,"Unlike some previous reviews, the food is fabulous and the service is exemplary. Over the last 3 years, I have chosen a place for dinner on my birthday.  The spots are usually comparable to the keg price wise and I have always been upset with the service and or quality of food.  I have been so upset that I only go to the keg now for my birthday dinners.  My boyfriends birthday is only a few days after mine and we usually end up at the keg for my boyfriends birthday dinner and have never been upset in the least! Drinks are kept full, staff are courteous and thoughtful, they make pleasurable small talk that meets the mood of the table, they don't ask you how the food is when you have only just out the first bite in your mouth, they make sure you don't need anything else!  Yesterday I was at the keg for my birthday and I had the blue cheese filet along with the escargot.  I really enjoyed both platters! The mashed potatoes were perfectly creamy and fluffy, the meat was cooked perfectly for me (medium) and the food was the perfect temperature.  My boyfriend had the bacon wrapped scallops and prime rib with mashed potatoes and he loved the dish! It was perfect! The meat was so tender for both of us.  I really wonder how they can have such perfect cooks on the meat time after time! When it snuck out that we were there celebrating my birthday our waiter Tony was so happy and he went off to get me a piece of cake! He put a candle on it and everything! He showed up with billy miner cake.  It was very tasty! I couldn't have asked for a more amazing dinner out for my birthday. The food was very timely, perfect, tasty and just the best! If there are any of you here who have had a bad or sub par experience here I highly suggest you give it another shot.  You will be glad you did.",0,0,0
1Ixl1dSNO5LZgkVYFIGY9w,WP6N1I1SCOIUyuBiJro16Q,raVyoZbWWuN7JcFUdT7k2g,2,2014-06-10,"Eh, we came to this place when everything had closed last Saturday (6\/7\/2014). The lot was pretty bare on a Saturday night after 8pm, so we were kinda wary but we were also really hungry. It also looked like it was closed since the windows are heavily blacked out with curtains, we had to look for their Hours Sign and saw they were open till 2am.

The decor inside is nice but has a club feel to it, the bar was closed for a private party when we arrived. There is a live DJ, but I think he was busy DJ'ing for the private party (which kinda got annoying because there would be a boom of music that was hard on the ears then it'd get turned down real low... not sure if that was the DJ or the private party messing around with the music), and the main dining room where we were seated was pretty empty. We had a large group of 6, and were seated ASAP though! The lighting is really dim (but looking at photos it looks well-lit??), and small candles are placed in the center of each table for ambiance. Menus were kinda hard to read in the dim light so it took a bit to be able to read everything.

What confused me was the items listed on the menu. The place is Asian Fusion\/Thai, but there were things merged with Indian, Korean, Chinese, and Japanese food too. I know it's ""Asian Fusion"" but... when the menu is half a sheet of paper, I would have expected more plate options with the listed cultures I mentioned previously. Has a really nice list of vegetarian items, but when you're Asian, your diet is practically vegetarian, haha!

So we ended up ordering almost half the menu since, being Asians, we always order in large amounts to share with everyone! We ordered:

Bacon wrapped lychee (those who ate it said they would have preferred a fresh lychee as opposed to a dried lychee), bacon wrapped okra (those who ate it said it was good), oden noodles with bean sauce (eh, staple Asian dish), korean bbq (still sizzling hot in the pan), shrimp curry (which was really runny, had no flavor, random pineapple in it? and the spicy heat overpowered the dish), flat rice noodles (weird gummy, chewy texture, this is supposed to be like the Korean rice noodles ""topokki"" but they're not supposed to be gummy or chewy), fried tofu in some sauce (I missed the name of it, but it's fried tofu, can't go wrong there!), potstickers (eh, you can't really screw up potsickers, they're a pretty simple and staple dish in any Asian restaurant), and the sugar cane pork (sugar cane absorbed all the liquid from the pork, so the meat was dry, and I felt like I should be eating it in wonton soup instead).

Everything was ehhh OK, the portions are really meant for 1 person, not to really share with a large group, but we wanted to try everything that sounded interesting to us! But really, the price we paid we honestly could have gone to an Asian restaurant and for the same price get huge heaps of food on plates to share.

Sochu House staff was really friendly, our waiter was attentive and gave us great explanation on things we were curious about, but other than that, this place wasn't really a home run for us and we probably won't be back. Sorry!",3,0,1
8WlG7MI5nYjbN8zXXY3gWQ,Bf1PC_WlJRev_cjU4FXp3g,ADhhGFi5ojSQS2uxMWOA_Q,4,2013-11-25,"Love this nails place! They offers varieties of treatments for pedicure and manicure such as greentea, herbal, and cucumber, they have many different sands, lotions for your choice! Awesome service! Don't forget to get complimentary ice tea or soda while you sit at the massage chair!",0,0,0
eMUbUMLqris7-AvI0KbwKQ,NZfuLlP0I87gQGVWNFUFRA,2zkMnvtLRvnSeHqVb96ung,4,2016-10-06,"I enjoyed my first experience at Fired Up, we had the mac n cheese balls, bison burger w coleslaw, and chili.  I really enjoyed my burger, I like them more dry than juicy, so it worked for me, and the toppings went really well to give it a smokey taste.  My sister enjoyed her chilli, calling it ""the perfect chilli taste"".  I would try a different side and appetizer next time. The atmosphere is loud and comforting, so feel free to bring everyone you know and have a great dinner out!  Rocco (the owner) is great and will come around sometime throughout the night to find out how things are going :)

note: though there's heat lamps, the patio is windy and chilly, especially going in to fall!",1,0,0
kClItt2QacWItVXRx6Sehw,GxzhQZokFig02SwfVhGQlA,pgomg_u3H2RtEVUYUcngXQ,3,2016-11-07,"There's nothing better than a sugary cinnamon-y fried stick of dough on a weekend afternoon. The smell of churros wafts through the air outside the shop and is like a warm hug on a cool fall day, inviting you to come inside the shop to get one for yourself. I came here on a Saturday afternoon and the line up was out the door, clearly I wasn't the only one drawn in by the smell of churros. 

As good as their churros are, I can only give this place a 3\/5 rating for two reasons. One, every time I've been here, they never seem to have condensed milk, which I've wanted to try for a while. Their dulce de leche filling is a pretty good compromise since it pairs so well with the flavours of the churro. The second reason I had to give them a lower than usual rating is because of the pidgeon flying around the shop the last time I was there. I mean if you don't care much for sanitation, then munch on my friends.",0,0,0
4VoQNLMy46UbUnXfSpldKw,pMG35Z7RWcKlLkHrGJcCuA,ky64LyBwZgNO7TtnVz1NCQ,5,2016-07-13,This is one of the best experience with anything medical. You can tell Rehl really truly care about you as a human vs as a patient. I hope that makes sense. If you have ENT issues there is no better ENT  doctor in Arizona in my opinion. I have been to other just checkout their reviews vs Rehl's reviews as an ENT.,4,0,0
rDiZP2lsmWxNj9DKhixrXw,ffLK41d773H0Lku7isuzXA,U52pUePT9CvfruXpdOcX5Q,5,2015-10-09,"Larry was referred to us by our auto insurance company. He was prompt, personable and did an extraordinary job. I will definitely call him again for any auto glass repair we need.",0,0,0
v-vrYD9K9LReKeUJ4H_sKA,qh_IPvluQmI1jgqNrAyeuw,u6xb2aUAvX6i1WhsQWqgWg,5,2012-08-05,"What is this place?!!!! AMAZING. My boyfriend took me here and I was blown away. I spent the first 20 minutes ogling everyone's food. The best fried chicken I have ever had and the waffles are insanely delicious. I also love how they serve drinks in mason jars. 

The service is scattered as others have mentioned but everyone is really nice. Our food came out quickly enough and was perfect. 

This isn't a quick place to eat, set aside about an hour on a weekend morning. 

Definitely will be back and it's a shame I don't live closer otherwise I would eat here more often.",1,0,1
VUe8FUqenYFpFA-V-RAr1g,sEyHTyMF3nQ0kMjAEZx6Tg,yGCrsq0AYI8WN7goMVLHJA,3,2013-10-07,"Wanted to try something in the Vegas area recommended by Guy and Diners Drive in's and Dives...well this place was a dive alright, we couldn't even find the place after 3 drive by's..no signage, nothing in this strip mall!  Great array of international Flavors in small street sized tacos.  We had the plantains and black beans for an appetizer, yum, crispy and beans were flavorful and a bit sweet.  I had the Bombay, chicken in an Indian curry, good Flavors, i think mine was missing the chutney, because all I got was chicken in a curry sauce, nonetheless was flavorful, yet one dimensional, could have used that chutney.  Also had the pescador, a fish taco, a bit bland, but in a red cabbage slaw, white sauce and guacamole, the guacamole was a bit brown, I think it was a bit old - not memorable, but we come from San Diego, some of the best fish tacos anywhere!  Hubby had the shanghai and texano, he loved them both.  Good Flavors for a hole in the wall, right across the street from UNLV",0,0,0
8aa9Oti1GgXtdQnDYRsh3w,s04xq6V-KF4Xrup11NCdgQ,OmaUo-560eR2vhzhuS3M-A,5,2017-04-18,"Melinda works only on Sundays and she is amazing. I went for swedish massage and she massaged by arms, legs, feet, neck and shoulder. She also kept a hot pack on my back and warm cloth on my eyes which was very relaxing. My friend went for exfoliation by Ashley and she did an amazing job as well. Overall it was a great experience and we wish to go again!!",0,0,1
8aZrPudP9kkCwscDJ_3ftQ,RLx6mu6py4yIrV8f15VAnQ,9icN1TF0DqZuLwOxQCLlgQ,1,2016-03-30,"We were approached by someone promising discounted show tickets. Upon approaching the ticket counter we were told that in exchange for the discounted tickets we'd have to sit through a 2-3 hour time share presentation. Not my idea of a good time but 3 hours for a discount was a decent deal. 5 hours later we are given vouchers for the latest show although an earlier show time was promised. Upon attempting to retrieve my tickets I was informed the show was sold out and our vouchers were ""subject to availability."" After some time we were given nosebleed seats although we were promised premium seats. I feel like we were lied to at every step of this process and the ""discount"" was not the worth the wasted vacation day. I would steer clear of this dishonest marketing company",3,3,2
pDPT7blKOgZaxOs10ZAoEw,OZCXPNYyneiZKQDLyvHTBA,0h62SCHUhQFAZ2exZ8Psvw,5,2015-08-23,Amazing service and knowledgeable staff! Paradise Medspa has all the cutting edge beauty treatments I was hoping to find. I will continue to refer all my friends and family!,0,0,0
2PXpZaokKHUMVSF8Dx2xvw,mKQ6MSXqEIUYEOlCzk772w,3weo8OctYcKoS_AV9OrOgw,5,2014-11-14,I ordered the unicorns blood juice which was very fresh and taste amazing! Jen was working at the register and was very helpful. The atmosphere was very clean and they have great artwork around the store. My favorite part was the chalkboard where they have a new quote written each day!,0,0,0
UiJSPG9rxEiVh-fUHcyHwg,e969b2MqLQFiIXlKa04tRw,6I4twTs8oFMuDsuTwS7IgQ,2,2017-01-11,"Walked into this place on a whim, noticing the bubble tea. They hand you a menu, however you're supposed to go up to the counter to order and pay first, and you fetch your own water and glasses at the corner of same counter.

Friend and I ordered from the menu along with bubble drinks. Both were disappointing. Maybe not for UK standards, though? Because my experience just doesn't correlate with the reviews on here. The bubble tea was very watery. Didn't look or taste like it had any tea, just flavored powder mixed with room temperature water. Food is edible, but disappointing if you expect real Chinese fare. Probably better than regular UK Chinese takeaways, though.

Service is negligible since you only interact with service staff when ordering. It's pretty much self-serve without needing to clean up.",0,1,0
TkAi2BkTQP9mswvP-UhI9A,B8c17RLH6AaglKN-jW4RwQ,c-l4nDPZcEwapEiV-Xf08w,4,2011-10-07,"I would rate this establishment 3 or 4 stars. It is a Greekian or Italeek ( pronounced- it ta leek) cusine. Bet you never heard of this before. It is my pathetic effort to name a new fusion category. Very interesting fun menu. 

The restaurant has great atmosphere and very good service. I appeared at lunch and had no wait.

I ordered the Greek salad and wood fired Salmon. The Greek salad was exceptional. very fresh, perfectly seasoned and just the right amount of dressing.

The Salmon was very good but not as wood fired tasting that I expected. Nevertheless, it was delicious and very moist, perfectly cooked.",1,0,1
6H12Mk6Io3tq81cupc2v7A,S9oIWM0q1j93wm5j8BHddQ,Pjc9PlWpkGjhhjxP1czPGQ,5,2017-10-31,"I've been coming here for more than couple of years now. I get a mini photoshoot from time to time. Little did I know it was to check my jaw alignment and posture...

Dr. Yolanda is an amazing dentist. I am more than satisfied with my TMJ treatment. During the treatment, the pressure on my back muscles gradually disappeared and my posture got so much better! I didnt know these are connected.

What I also like about Dr. Yolanda, she is not like other dentists who like to pull clients' teeth out. She does her best to save them for your own aesthetic reasons. She is so cute! Haha. She explains treatment options in such great detail with all the processes and outcomes. Then she leaves it to your decision.

They have such wonderful staff! Jen is so sweet and patient putting up with me when organizing my appointments. She doesn't mind at all!  Gretchen always remind me of my appointments. Sally, Dahlia, and Dr. Galvez got hands like feathers so it makes my dental 'spa' less stressful especially that I wear braces. Regina, Cynthia and the rest of the staff are always so pleasant.

In the past, my experience with one of the hygienists was quite unpleasant. It really depends on the person how they handle dental tools. Some of the staff has been replaced which I think is further improvement. Overall, I love this place! If you have any requests no matter how simple they are, even just asking to close the door in your examination room. They will gladly support you! And if they do something weird like taking photos, all you need to do is ask questions! Dr. Yolanda specializes in TMJ etc. so she makes thorough examination that other dentists don't do.",0,0,0
1AGSBELEMKGblG9FCgu0iQ,pMVfReX7CkiB_htFFeE6Vw,Hx6HNJfEGgllQ3-dyoNDbA,4,2017-06-04,We ate here yesterday. It's pretty good. Customer service was good. Wings are good but Hooters is still my favorite.,0,0,0
HhlvZpGuAHJg_NXXDf-Bzw,QD_ACgRLB7uvbpfNXYCsYA,xWGn7oqLOZu_00H8pZOtsQ,5,2016-05-12,"I find all the comments complaining about the price quite interesting. The most expensive item on the menu is the sloppy jose sandwich which cost 7 bucks(including tax). It is by far my favorite sandwich at Cracked. It comes with a fried egg, hash-brown, Guac, chorizo with bacon onion jam. How is a gourmet sandwich with tons of awesome ingredients expensive at a price of 7 is beyond my understanding. Even a regular bagel sandwich at Panera or Einstein bagel is going to cost you 5,6 bucks before tax. Anyway, I just wanna say that I love this place and it is perfect for lunch while studying at Grainger library. I'm gonna miss this place when I graduate.",0,0,0
eE5lG7lhXBE5j7JEbyDTfw,cEnN_26ZLSXtHIwVfiDMqg,osSwv6CJy5hDKQdOKeyTow,5,2014-09-29,"I've only been for the sushi lunch buffet, but it's such a steal. Unlimited sushi and a few hot dishes for around $12, and the quality of the sushi isn't too bad. We try to get a group together once a lunch to enjoy it.",0,0,0
QtGt04o5wipX44iUzf4EYQ,PBTSRuDVWejBFBPioO2m6w,rcaPajgKOJC2vo_l3xa42A,4,2010-03-12,"Finally made it to Bouchon on Sunday with my girlfriends. The Steak Frites was fabulous -- so tender and flavorful, thicker than I expected, and perfectly cooked. Two of us got steak so our helpful waitress suggested we switch one of the sides of fries for something else so I got the haricot vert which were slightly over cooked.  :-(  On the other hand, the fries were fabulous and one serving was definitely enough for all 4 of us to share!  LOL!  For dessert, we had the ""doughnuts"" but they were nothing like any other donut I've ever had.  So good, it just melted in your mouth!  The cream filing was to die for!!  I would have given them 5 stars except that my friend's Croque Madame was way too salty.  Would definitely come back and looking forward to trying the Bouchon in LA.",0,0,0
lfK0XdvJ-1C8fOF--ZeXAw,Hr8jNaMzWCu7ECymRpBsrg,VnCF8P7OJJrboGEOQtjhQQ,5,2017-06-30,"I have been to over a dozen dispensaries in my area and this is one of the best. The people are very nice and knowledgeable and the set-up is nice too. After making your choices you sit in a private ""booth"" and for every 10 dollars you spend there they give you 1 dollar credit. After a few weeks I had 7 bucks and it came in handy when I needed the money for flower. I hate calling pot, ""flower."" I know why it's gotta be called that but I refuse to say it. LOL anyway, try this place. Oh BTW, Pound for pound this place has the best product and that's no joke. The prices are really good for what you get. Don't worry, weed happy. Peace",1,0,0
thOA_8j5xoQI3S6AIOFXNw,dHxvSPU6PZqX1LQRXajGDQ,WMj5Uj04pAqFxLMnJQcQqw,3,2011-06-08,"If you're looking for a cheap and quick bite to eat, Panda Express is great. 

For around $7 you can get a 2 entree meal. If you and a friend aren't too hungry, 2 people could easily split this meal. 

Their Large drink is more like an Extra Large. So if you aren't too thirsty, just get the Medium (which is like a large). You can save a little there. 

You may already have your mind set on Beef and Broccoli (For Example). However, who knows how long the food has been sitting there?

If you want something more fresh, before standing in line to order, take a look at some of the dishes. This way, you can spot what looks good and what looks like it should have been thrown away days ago.",30,23,28
HqyvYj6bxnBHBE-xRjHKOA,TxnCLljqXZlKCOpsCreqxQ,rgWJGnre4PECrF2dReKTKQ,4,2012-07-11,"WOW! That's really all I have to say...

OK not really so allow me to continue. This place is Monkey Joe's big brother. The saying, ""the kids are jumping off the walls"" literally applies to this place. My daughter had a blast running shoulder first into the trampoline walls just to be catapulted back onto the ground. Doesn't sound fun? Try it! It's sure to make you giggle.

This place offers trampolines, a foam pit and a place for dodge ball (my sons favorite). There are children and adults of all ages running, jumping, screaming and sweating. There is also plenty of staff monitoring the kids which was nice to see. It's a controlled kaos and the different colored wrist bands they make you wear maintains crowd control. For the non jumpers there is an area of comfy chairs AND ottomans that face multiple flat screen TVS for your viewing pleasure. Or you can nap like the lady next to me was. Seriously? How can one sleep with the noise level at deafening? 

The check in desk is a ZOO, so beware! First timers like us had to register at one area then walk over to another line and wait to be checked in again, pay (if you didn't pay online) and get your wrist bands. The place opens at 11am. We were there at 11am on the dot and there were at least 40-50 people either jumping already or in the check in line. I totally did not understand how that worked out. 

What impressed me the most was at three different times I saw staff wiping down the place with disinfecting wipes. I mean they hit everything from the chairs to the railings and even the drink machines. Needless to say the place is very clean!",3,0,1
rotUP2Em_26WvDDxgBTDvg,-5IhsZXkCka8u8LVksXKLw,HGvNE87fvK5PwKMZBDkTbA,5,2013-05-14,"Spinach salad with bacon citrus vinaigrette dressing, goat cheese, red onion and house caramelized nuts @ afternoon happy hour prices.  Cool spot to cool your heels on a hot afternoon on the shaded, mist-cooled patio or the small-but-not cramped wonderfully cool dining room and bar.  This is a really relaxing oasis of calm down to the Ottmar Leibert (spelling?)  Latin jazz in the background, quiet enough so you hold a conversation without having to raise your voice.  

A thoroughly inviting a place to sit, have a cool drink of your choice and add something with some heat from the kitchen perhaps more because you are in no hurry than due to hunger.  For the delicate gringo stomached among us, note that Fuego does mean ""Fire"", and there is a little - or more in nearly every dish I've tried.  None have been overwhelming but some did incite some internal conversation over self-induced gastric distress. For those similarly afflicted, a pink bismuth aqueous solution shooter may be the perfect preparatory aperitif.  It's worth it. 

 A surprisingly delightful, sophisticated find tucked behind Apollo's on 7th Street in a commercial area of 7th Street not otherwise particularly aesthetically appealing.  I was already a fan of Fuego Cityscape and this Fuego is all that and more.  More  upscale in offerings and prices as well, but watch for the frequent Groupon or similar offers online.  Maybe it was the hot day, the iced tea, and the cool, relaxed comfort of the dining room (not to forget the attentive service), but all in all on this day, this was bliss. 5 Stars.",3,1,2
-9TdCzBgFNSzXv_mZLxoew,GCdc_CXrrkyfI8BqjIDEUw,bPcqucuuClxYrIM8xWoArg,3,2017-06-11,"It's a nice place waitstaff very pleasant and accommodating.  We went strictly for pizza and didn't order anything else except drinks.  The ingredients were fresh but the thin crust we ordered was a little bit of a let down.  It was too thin and lacked taste, luckily the toppings compensated for the crust.  I would still go back but I would order a thicker crust.  They definitely have the right idea and vegas is in need of a gourmet pizzeria that serves great pizza - I think it's a work in process  as far as the thin crust pizza goes but overall the ingredients were fresh and it's a nice location.",0,0,0
cM4hyo2Z5lq6LR12kw7lzA,QFKt3DnxgHXF1Uou8BbwVg,XnrOmf2B14J9u76q36_6Mg,1,2015-12-05,"I recently purchased a groupon for a haircut at Shona salon. I thought it was safe bc they had a good number of positive reviews and clients seemed generally satisfied. The mistake I made was not reading through each review. MOST of he positive feedback is for their spa, not their salon. My hair was cut with a dull razor and the stylist was pulling on my head for 45 mins. It was noticeably uneven, even after I said something and she cut some of the longer side. She never even showed me the back of it, which I realized after the fact was because she cut one side different from the other. She tried to style it but couldn't get the flat iron to cooperate so she just left it, brushing one side completely out. It looked so bad I just wanted to get out of there. I bit the bullet and went to a more expensive salon to get it fixed, negating the whole benefit of even buying a groupon in the first place. Save yourself a headache and don't go here.",7,0,0
COHuU_1bbzhzJNl5-UEnAg,exyUJempA5lgA9Gx4lEcdw,akegwQoEROY62c7Q6soHQA,2,2015-02-09,"I bought the Living Social deal for cut & color and saw Lacy here a few months ago. It was pretty much a disaster. 

I was changing my hair from a medium brown to blonde sombre to red and I wanted to make sure there would be grey coverage since I had noticed a few. 

I brought several pictures on my phone of what type of red I wanted. She barely glanced at them but seemed very confident in the idea of what I wanted so I wasn't worried. She asked if I was okay with my hair still having the ombre effect but in red tones since my ends were so light. I was fine with this and we moved forward to the coloring.

The color processing took forever. Maybe thats normal for red? I don't know but I know I sat and watched a cooking show begin and end and another begin and get about halfway before she decided we were ready to rinse the color.

This was where it got bad. She was audibly worried as soon as she started to rinse and asked me how long it had been since I colored my hair. I told her it had been about 4-5 months since my naturall color blended into the ombre well. She then let me know that she had no idea my roots were my natural undyed hair and because of this they had come out a bit ""hot"". Once I got to the mirror I saw that ""hot"" meant cheeto orange even while still wet. I don't know why she assumed I would come to get my hair cut and dyed with absolutely zero growth, especially when I had expressed concern about covering greys.

She assured me it was fixable and reapplied the color and I again processed for 30-45 minutes. The end result was still bright roots that were noticably lighter than the rest of the color and an average cut. The stylist I'm now seeing elsewhere was pretty horrified but the dye job. She said she assumed I had done it myself with box color. 

Lacy was completely oblivious to the fact I was unhappy with the color and actually took an appointment for another cut while I was processing, which I hate. Looking at the other reviews it seems like this place worked out great for some and the decor was nice but I would definitely choose a stylist other than Lacy.",2,0,0
Gkv8-CclPtahGZ8AeHoaRQ,HLmoX3nAjdKcY8GnE4zQxw,rcaPajgKOJC2vo_l3xa42A,5,2009-09-16,We went for their Sunday Brunch and we left very happy. We had the Chicken and Waffles and the Black Truffle and Bacon Granat. The vanilla butter is soo good you want to bathe in it. The service was exceptional but what else would you expect?,0,0,0
xDHQsMvvOriPvn-ZmyvVnQ,xE_VHcZ6VI_lccjijI4Z4w,rihKlAiPgJa5XcpZ1h9-bw,1,2015-07-22,"I'm sitting here at Carl's Jr enjoying a burger even though I was set on having some chicken and gravy. Unfortunately, the workers tonight ignored us at the drive through. Yes they were still open when we showed up, in fact the drive through light was still on and you can see the employees inside. This is the second time this happened to me. The last time was a few months ago, when I pulled up the lady saw me, ran to the back and turned the lights off, with plenty of time before closing. Very disappointing :(",0,1,0
2m-jdWodsaJ5QXR1_c6kRg,WgS4aUqh9iTEttmYXa0JAg,DkYS3arLOhA8si5uUEmHOw,5,2015-08-25,One of the best sandwich places I have ever been to. Whenever I go to Vegas I make sure to have their sandwich atleast once during the trip. You can never go wrong with their sandwich. It's open 24x7 in Las Vegas. I prefer their white bread over wheat. It is not expensive and very economical. The service is fast and not too much of wait.,0,0,0
3ald5TuXOeA4DnBnR1lLRQ,hJthlvBOfMtDqYNv8Ovl9w,AcuB0-Lh39dDFY_1exYn8w,5,2012-04-04,"Very knowledgeable about all the issues that involve a home purchase.  Because of that experience, he is in a position to tell you if something will require several thousands of dollars to fix or if it can be fixed with a $10 part from Home Depot.

With my house, the gas company did not turn on the gas for some reason.  He offered free of charge to go back and check out the furnace and water heater after the gas was turned on, which he did and sent me an updated inspection report that showed that there were no problems with these.  There were no appliacnes in the house, otherwise he would have checked out those as well.

His inspection report includes pictures of things that need attention or fixing, along with a summary at the end of things that need fixing.

Very professional, reasonable prices, and therefore highly recommended.",0,0,0
U27FQdj_xbYF2E-arAdQKA,Qwaz48YnqehiAtWHr_-6DA,966W5oXOBW0ZWhNYy0yjcA,4,2013-04-08,"We ordered Wonton Egg Noodle Soup and Yang Chow Fried Rice. It was not very flavorful yet I appreciate the fact that it is not MSG packed unlike similar restaurants. It tasted cleaner than others. The place was clean and pleasant. Great service and friendly staff. I'd like to come back, they have an interesting menu.",2,0,1
mhJ90NNH6f95EZZlToJV1w,JX7mjMODvt96vQIj9ENzhw,BJLhJdmhUxV95BHAxZluzA,3,2017-05-31,"I hadn't been to Sprinkles for a few years until yesterday and admit I was saddened by the move to their current location. Parking is awkward at best, the interior is lackluster and standing room only. With that being said, the cupcakes are still delicious. I think it was a little over 8.00 for 2 of them. The Cupcake ATM is brilliant, especially considering the tiny space inside.",1,2,1
xBWP3LJOaPkXq4ghYzWqjQ,Bl98NAmKPvCRi-Z5U2atWA,oBbvNxqVo4XCmgkYJZBsBA,3,2016-07-03,"Rage de poule près du métro Atwater.
Le genre de rage de poule à laquelle il est impossible de résister. 

Le décor est particulier, le genre de décor que tu aurais cru plus beau vu de l'extérieur. La terrasse est jolie.

Le service est sympathique mais un peu long. Le serveur fait des petites blagues et ça me fait semi-rire parce que j'ai fait et JE VEUX DE LA POULE VITE.

Le plat, maintenant. J'ai commandé deux cuisses avec accompagnements. Les cuisses étaient vraiment bien, tendres avec la peau crunchy. Les frites: what the hell?!? Ca goûte drôle, le genre de drôle qui fait pas rire. Du sel jusqu'à la fin des temps, je me demande si j'ai encore des artères. Would not recommend les frites.

La sauce barbecue qui accompagne le tout est bonne. Le pain était moyen frais. La salade de chou? Pas goûté, il n'y avait plus de place dans mon belly.

En gros, c'est ok pour une rage de poule, mais disons que le fait de manger de la poule assise sur la Place des Festivals pas d'ustensiles avant un show était plus mémorable que l'assiette de poule elle-même.",1,0,1
xGu1EVoXFzNmEcksLbFK1A,AsRLVe2ZciqKj4FkA0exTA,npqc1DO90A5TzavGmYyGhA,1,2017-01-15,Overrated. These positive reviews have to be contrived.  One of the worst attempts at a Chicago dog.  Go to Greenbush pizza next door instead if you are in the neighborhood.,0,0,0
QxBfd8vril22WUTcJV4h1g,NcMMav2AYtwtBA4lCdKUmw,MDm45O3RLf90hKy-tVsfNg,4,2016-09-10,"The food was very good, small place and clean near ale house. I actually really enjoyed their tacos it was good. Had great flavor will definitely come back and try their burritos and. Come for taco Tuesday's",2,1,1
vB2fpSrqAeXnoqpVXPDCvQ,haw-lDaXcVuzvMWmHeWibQ,ZYL14FvffzTKU9BpXQt79Q,3,2015-09-17,"I liked the concept, but this location seemed sloppy. They were out of several items, my sandwich came 10 minutes before I got my salad, and they seemed to be messing up everyone's orders. It was just okay.",1,0,0
iEmPn18A5TV1U0sc8azZ9A,YTt3B1UdMpZI0rP1uYbyNw,LShiV3c0yVTjuXe3tqexUA,1,2015-04-18,"Came here to get our passports done. Line was presumably long, waited for about 30 minutes in line until an agent came out explaining the documents needed for the passport & saying we needed our own photos since their camera was broken & said we needed to go to a cvs or Walgreens. We asked her where the nearest one was & she replied with an ""I don't know"". First of all, how do you work there, send people there & NOT know where there would be  the closest CVS\/Walgreens around?!  CVS was the closets so we went there, camera was broken too. Ok, so we drove to Walgreens FINALLY got our pictures taken. The clerk at Walgreens said the camera at this Post Office has been broken for YEARS! Seriously, what the heck?! Went back to the post office to get our passports done & they cut us off as soon as we for there! C'mon! We were an hour earlier & you sent us away to get a photo taken that could've been done there. Rude customer service & very unhelpful. No wonder why customers are rude there, cause this post office employees are rude FIRST!",2,0,0
iVlizIhK-bT_CPGZiJo-rg,w-PfOKvwB7-IIXJFMIFIyg,PAZC7ENEmDDgNMZngJSxxg,5,2015-06-25,"This is my favourite place to go with my friends, great food, fantastic beer selection and perfect location.
There's great access to parking in the lot behind so that's never a problem, the decor is great and the service is pretty great.
 
Now for the important stuff: the food is fantastic, great tasty food that you don't normally find in Newmarket and when they say it's spicy, it's actually spicy, not Canadian mild. There's a constantly changing beer selection depending on what's available seasonally which makes it exciting to go every couple of weeks to check out the new stuff. 

It can be a little pricey but it's worth every penny.",1,1,1
c_btPpdnj6kRnG-0-L-0Vw,kqyCQG4c5dwNt2cTkMcvGA,oKZPgeCOxnVSxudYcn1OtQ,3,2014-10-25,"I went to Cibo last night with a group of 4.

The room is beautiful. Wood and brick with dim lighting. Very busy on a Friday night, I suggest you make a reservation. 

The service was pretty good. Friendly server who accommodated our request for a white whine by the glass that is typically by the bottle. I agree with some other yelpers that the by the glass wine selection could have been broader--it's a WINE BAR. But I had 2 very nice glasses of red. A Brunello and a Pinot Noir so I can't complain. 

To eat we had:
Margarita pizza - good but tasted more like a plain cheese pizza with a few basil leaves on top. 
Arugala salad with mushroom and parmesan cheese - tasted how it sounds. I was a fan.
Chicken Parmesan - this was disappointing. 
Pasta with light cream sauce and porcini mushrooms with chicken added - it was very tasty. 
Branzino- this was the fish special. It was fine. Nothing special, nothing offensive. it came with squash blossoms. 
Nutella pizza for desert which was ok. 
The bread they bring to the table is very tasty but could be warmer.

I suggest sticking with the pizza and pasta here. 

The atmosphere at Cibo is 5\/5
The food is 3\/5 
The service is 4\/5  - our dirty plates were left a little longer than what was comfortable. 
I realize these numbers average a 4 star review, but it just wasn't a 4 star experience. 

Maybe I will return to Cibo if another friend requests to go there, but I wouldn't select it for myself.",1,0,2
